NCPPB ID	BioSample	NCBI strain	NCBI assemblies	PhytoBacExplorer assemblies	NCPPB_number	taxon	genus	species	sub_species	pathovar	catalogue_name	name_as_received	synonyms	organism_author	organism_type	type_strain	pathotype_strain	country_of_origin	country_of_isolation	location	location_name	host	isolated_from	isolated_by	donor	donor_institution	donor_reference	year_of_accession	year_of_isolation	pathogenic_to	pathogenicity_confirmed	literature	public_notes	other_collections	sequence_types	sequenced	sequencing_notes	url_link_ncbi	url_link_q_bank	detail_url	Basis for match
NCPPB 1781					1781	Pseudomonas syringae pv. morsprunorum					Pseudomonas syringae pv. morsprunorum (Wormald 1931) Young, Dye & Wilkie 1978	Pseudomonas morsprunorum		(Wormald 1931) Young, Dye & Wilkie 1978	Bacteria	No	No	Italy				Prunus avium		G.L. Ercolani CF2				1965	1965		Yes		Whole genome sequencing places this strain with other Race 1 Psm in the Pseudomonas amygdali clade (NCPPB May 2026)			No				https://ncppb.fera.co.uk/furtherinfo/1781	
NCPPB 1783					1783	Pseudomonas savastanoi pv. glycinea					Pseudomonas savastanoi pv. glycinea ( Coerper 1919 ) Gardan et al. 1992	Pseudomonas glycinea Coerper 1919	Pseudomonas syringae pv. glycinea (Coerper 1919) Young et al.1976	( Coerper 1919 ) Gardan et al. 1992	Bacteria	No	No	Yugoslavia				Glycine max		ex M. Babovic	D. Sutic			1966	1962		Yes									https://ncppb.fera.co.uk/furtherinfo/1783	
NCPPB 1789					1789	Ralstonia solanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914	Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Yabuuchi et al. 1996	Bacteria	No	No	Greece				Solanum tuberosum		C.G. Panagopoulos 8				1966	1965		Yes					No				https://ncppb.fera.co.uk/furtherinfo/1789	
NCPPB 1793					1793	Pseudomonas fluorescens					Pseudomonas fluorescens Migula 1895			(Trevisan 1889) Migula 1895	Bacteria	No	No					Caterpillar			ICPB 2760-392	ex R.Y. Stanier 392 ex NRRL B-2075 ex O. Lysenko 4		1966			No		Biotype A.	ATCC 17813						https://ncppb.fera.co.uk/furtherinfo/1793	
NCPPB 1797					1797	Pseudomonas fluorescens					Pseudomonas fluorescens Migula 1895			(Trevisan 1889) Migula 1895	Bacteria	No	No								ICPB 2656-191	ex R.Y. Stanier 191 ex 0. Jessen PJ236 ex M.E. Rhodes 22/1		1966			No		Biotype C.	ATCC 17559						https://ncppb.fera.co.uk/furtherinfo/1797	
NCPPB 1798					1798	Pseudomonas fluorescens					Pseudomonas fluorescens Migula 1895			(Trevisan 1889) Migula 1895	Bacteria	No	No								ICPB 2712-30	ex R.Y. Stanier 30 ex NRRL B-560		1966			No		Biotype D.	ATCC 9446						https://ncppb.fera.co.uk/furtherinfo/1798	
NCPPB 1799					1799	Pseudomonas fluorescens					Pseudomonas fluorescens Migula 1895			(Trevisan 1889) Migula 1895	Bacteria	No	No								ICPB 2714-32	ex R.Y. Stanier 32 ex NRRL B-977		1966	1966		No		Biotype D.	ATCC 17411						https://ncppb.fera.co.uk/furtherinfo/1799	
NCPPB 1801					1801	Pseudomonas fluorescens					Pseudomonas fluorescens Migula 1895			(Trevisan 1889) Migula 1895	Bacteria	No	No	USA		2	NCPPB Primary Storage	Soil			ICPB 2720-39	ex R.Y.Stanier 39 ex NRRLc-1681					No		Biotype E.			No				https://ncppb.fera.co.uk/furtherinfo/1801	
NCPPB 1802					1802	Pseudomonas fluorescens					Pseudomonas fluorescens Migula 1895			(Trevisan 1889) Migula 1895	Bacteria	No	No					Soil		W.B. Hugo and M. Turner	ICPB 2722-83	ex R.Y.Stanier 83 ex NRRLc-1864 ex P.H.A. Sneath LA		1966			No		Biotype F.	ATCC 12983						https://ncppb.fera.co.uk/furtherinfo/1802	
NCPPB 1804					1804	Pseudomonas fluorescens					Pseudomonas fluorescens Migula 1895			(Trevisan 1889) Migula 1895	Bacteria	No	No	USA				Tryptophan enrichment of water.		ex N.J. Palleroni	ICPB 2767-1	ex R.Y. Stanier 1		1966			No		Biotype G.	ATCC 17386						https://ncppb.fera.co.uk/furtherinfo/1804	
NCPPB 1805					1805	Pseudomonas fluorescens					Pseudomonas fluorescens Migula 1895			(Trevisan 1889) Migula 1895	Bacteria	No	No					Soil		ex H. Stolp 40	ICPB 2440-40			1966			No		Biotype G.	R.Y. Stanier 149, ATCC 17518						https://ncppb.fera.co.uk/furtherinfo/1805	
NCPPB 1810					1810	Pseudomonas viridiflava					Pseudomonas viridiflava (Burkholder 1930) Dowson 1939	Pseudomonas viridiflava		(Burkholder 1930) Dowson 1939	Bacteria	No	No	UK		2	NCPPB Primary Storage	Phaseolus vulgaris		ex A.F. Lott	E. Billing		Aa	1966	1965		Yes		LOPAT Group II. REP-PCR cluster 46			No				https://ncppb.fera.co.uk/furtherinfo/1810	
NCPPB 1814					1814	Pseudomonas sp.					Pseudomonas sp.	Pseudomonas sp. (not pathogenic)		Migula 1894	Bacteria	No	No	UK				Cotoneaster sp.		G.E. Jones C533				1966	1966		No		Fatty acids typical of Pseudomonas sp.LOPAT Vb.Associated with plant material; not known to be pathogenic.Associated with plant material; not known to be pathogenic.			No				https://ncppb.fera.co.uk/furtherinfo/1814	
NCPPB 1816					1816	Pseudomonas syringae pv. antirrhini					Pseudomonas syringae pv. antirrhini (Takimoto 1920) Young Dye & Wilkie 1978	P.antirrhini		(Takimoto 1920) Young Dye & Wilkie 1978	Bacteria	No	No	UK		2	NCPPB Primary Storage	Antirrhinum majus		G.E. Jones C538A				1966	1965		Yes					No				https://ncppb.fera.co.uk/furtherinfo/1816	
NCPPB 1817					1817	Pseudomonas syringae pv. antirrhini					Pseudomonas syringae pv. antirrhini (Takimoto 1920) Young Dye & Wilkie 1978	P.antirrhini		(Takimoto 1920) Young Dye & Wilkie 1978	Bacteria	No	Yes	UK		2	NCPPB Primary Storage	Antirrhinum majus		G.E. Jones C539				1966	1965		Yes			ICMP 4303, CFBP 1620, LMG 5057		No				https://ncppb.fera.co.uk/furtherinfo/1817	
NCPPB 1820					1820	Pseudomonas cannabina pv. alisalensis					Pseudomonas syringae pv. maculicola (McCulloch 1911) Young, Dye & Wilkie 1978	Pseudomonas  maculicola	Pseudomonas syringae pv. maculicola (McCulloch 1911) Young, Dye & Wilkie 1978	Bull et al. 2010	Bacteria	No	No	USA		2	NCPPB Primary Storage	Raphanus sativus		D.H. Williams & N. Keen B70				1966	1965		Yes		Radish strain. Atypical REP-PCR profile. Partial gene (rpoD) sequencing indicates this isolate is Pseudomonas cannabina pv. alisalensis.	ICPB PM176		No				https://ncppb.fera.co.uk/furtherinfo/1820	
NCPPB 1824					1824	Ralstonia solanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914	Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Yabuuchi et al. 1996	Bacteria	No	No	Egypt		2	NCPPB Primary Storage	Solanum tuberosum		J. Oxtoby Psl				1966	1966		Yes		Biovar II.			No				https://ncppb.fera.co.uk/furtherinfo/1824	
NCPPB 1835					1835	Burkholderia sp.					Pseudomonas syringae van Hall 1902	Xanthomonas panici	Pseudomonas syringae pv. panici (Elliott 1923) Young, Dye & Wilkie 1978		Bacteria	No	No	India		2	NCPPB Primary Storage				ICPB XP184	ex D.W. Dye XRl ex J.V. Bhatt		1966			No	Dye, D.W. 1966. N. Z. Jl. Sci. 9: 843		ATCC 23381, ICMP 623		No				https://ncppb.fera.co.uk/furtherinfo/1835	
NCPPB 1864					1864	Herbaspirillum rubrisubalbicans					Herbaspirillum rubrisubalbicans (Christopher and Edgerton 1930) Baldani et al. 1996	P. andropogonis	Pseudomonas rubrisubalbicans (Christopher and Edgerton 1930) Baldani et al. 1996	(Christopher and Edgerton 1930) Baldani et al. 1996	Bacteria	No	No	USA				Zea mays var. rugosa			ICPB PA120	ex C. Wehlburg 6		1966	1961		Yes	Hale, C.N. Wilkie, J.P. 1972. N. Z. Jl. Agric. Res. 15: 448	Identified as P. rubrisubalbicans by Hale and Wilkie (1972).							https://ncppb.fera.co.uk/furtherinfo/1864	
NCPPB 1865					1865	Pseudomonas syringae pv. tabaci					Pseudomonas syringae pv. tabaci (Wolf & Foster 1917) Young, Dye and Wilkie 1978	P. angulata		(Wolf & Foster 1917) Young, Dye and Wilkie 1978	Bacteria	No	No								ICPB PA3	ex A.C. Braun B99		1966			No			NRRL B-821						https://ncppb.fera.co.uk/furtherinfo/1865	
NCPPB 1866					1866	Pseudomonas syringae pv. tabaci					Pseudomonas syringae pv. tabaci (Wolf & Foster 1917) Young, Dye and Wilkie 1978	P. angulata.		(Wolf & Foster 1917) Young, Dye and Wilkie 1978	Bacteria	No	No	USA				Unknown		W. S. Beach	ICPB Pall	ex W.S. Beach 3		1966			No	Young, J.M.; Triggs, C.M. (1994)Evaluation of determinative tests for pathovars of Pseudomonas syringae van Hall 1902.Journal of Applied Bacteriology77(2)195-207. DOI: 10.1111/j.1365-2672.1994.tb03064.x	LOPAT Ib	NRRL B-824, ATCC 13453, ICMP 4312						https://ncppb.fera.co.uk/furtherinfo/1866	
NCPPB 1868					1868	Pseudomonas syringae pv. atrofaciens					Pseudomonas syringae pv. atrofaciens (McCulloch 1920) Young, Dye & Wilkie 1978	Pseudomonas atrofaciens		(McCulloch 1920) Young, Dye & Wilkie 1978	Bacteria	No	No	Canada				Triticum aestivum			ICPB PA13	ex W.A.F. Hagborg 1440		1966	1942		No			NRRL B-826, ATCC 9004						https://ncppb.fera.co.uk/furtherinfo/1868	
NCPPB 1869					1869	Pseudomonas syringae pv. atrofaciens					Pseudomonas syringae pv. atrofaciens (McCulloch 1920) Young, Dye & Wilkie 1978	Pseudomonas atrofaciens		(McCulloch 1920) Young, Dye & Wilkie 1978	Bacteria	No	No	Canada				Triticum aestivum			ICPB PA14	ex W.A.F. Hagborg 909		1966	1938		No		Atypical REP-PCR profile.?	NRRL B-827						https://ncppb.fera.co.uk/furtherinfo/1869	
NCPPB 1871					1871	Pseudomonas syringae pv. berberidis					Pseudomonas syringae pv. berberidis (Thornberry & Anderson 1931) Young, Dye & Wilkie 1978	Pseudomonas berberidis		(Thornberry & Anderson 1931) Young, Dye & Wilkie 1978	Bacteria	No	No	USA				Berberis thunbergii			ICPB PB3	ex W.H. Burkholder PB3		1966	1942		No			NRRL B-831, ATCC 13454, ICMP 3640, LMG 2146						https://ncppb.fera.co.uk/furtherinfo/1871	
NCPPB 1872					1872	Pseudomonas caricapapayae					Pseudomonas caricapapayae Robbs 1956	Pseudomonas caricapapayae Robbs 1956		Robbs 1956	Bacteria	No	No	Brazil				Carica papaya		ex C.F. Robbs ENA-213	ICPB PC137			1966	1965		Yes		LOPAT Group I							https://ncppb.fera.co.uk/furtherinfo/1872	
NCPPB 1873					1873	Pseudomonas caricapapayae					Pseudomonas caricapapayae Robbs 1956	Pseudomonas caricapapayae Robbs 1956		Robbs 1956	Bacteria	Yes	No	Brazil				Carica papaya		ex C.F. Robbs ENA-378	ICPB PC138			1966	1966		Yes		LOPAT Group I	ICMP 2855, CFBP 3204, DSMZ 21109, LMG 2152						https://ncppb.fera.co.uk/furtherinfo/1873	
NCPPB 1874					1874	Pseudomonas sp.					Acidovorax avenae subsp. cattleyae (Pavarino 1911) Willems et al. 1992	Pseudomonas cattleyae (Pavarino 1911) Savulescu 1947	Acidovorax avenae subsp. cattleyae (Pavarino 1911) Willems et al. 1992	Migula 1894	Bacteria	No	No	USA				Phalaenopsis sp.		ex P.A. Ark 5034	ICPB PC107			1966	1950		Yes									https://ncppb.fera.co.uk/furtherinfo/1874	
NCPPB 1876					1876	Pseudomonas fluorescens					Pseudomonas fluorescens Migula 1895	Pseudomonas cichorii.		(Trevisan 1889) Migula 1895	Bacteria	No	No	USA				Cichorium endivia			ICPB PC122	ex C. Wehlburg		1966	1960		No		Biotype G.			No				https://ncppb.fera.co.uk/furtherinfo/1876	
NCPPB 1877					1877	Pantoea stewartii subsp. indologenes					Pantoea stewartii subsp. indologenes Mergaert et al. 1993	Pseudomonas cyamopsicola	Erwinia herbicola (Lohnis 1911 ) Dye 1964	Mergaert et al. 1993	Bacteria	No	No			2	NCPPB Primary Storage	Cyamopsis psoralioides			ICPB PC130			1966			No			LMG 2630		No				https://ncppb.fera.co.uk/furtherinfo/1877	
NCPPB 1878					1878	Pseudomonas syringae pv. delphinii					Pseudomonas syringae pv. delphinii (Smith 1904) Young, Dye & Wilkie 1978	Pseudomonas delphinii		(Smith 1904) Young, Dye & Wilkie 1978	Bacteria	No	No	USA		2	NCPPB Primary Storage	Delphinium sp.		ex W.H. Burkholder PDl	ICPB PDl			1966	1933		No		LOPAT Group Ib	Clara G36, NRRL B-836, ATCC 8719, ICMP 523		No				https://ncppb.fera.co.uk/furtherinfo/1878	
NCPPB 1879	SAMN42036868 	 		PSE_AA6815AA 	1879	Pseudomonas syringae pv. delphinii					Pseudomonas syringae pv. delphinii (Smith 1904) Young, Dye & Wilkie 1978	Pseudomonas delphinii		(Smith 1904) Young, Dye & Wilkie 1978	Bacteria	No	Yes	New Zealand				Delphinium sp.			ICPB PD105	ex N. Baigent		1966	1957		Yes		LOPAT Group Ib.Exhibits ice nucleation activity	D.W. Dye PAl, ICMP 529, CFBP 2215, LMG 5381						https://ncppb.fera.co.uk/furtherinfo/1879	 strain = NCPPB1879; title = NCPPB1879-draft; 
NCPPB 1880					1880	Pseudomonas syringae pv. dysoxyli					Pseudomonas syringae pv. dysoxyli (Hutchinson 1949) Young, Dye & Wilkie 1978	Pseudomonas dysoxyli		(Hutchinson 1949) Young, Dye & Wilkie 1978	Bacteria	No	No	New Zealand				Dysoxylum sp.		ex N. Baigent P dy 2	ICPB PD106			1966	1962		No		LOPAT Group II							https://ncppb.fera.co.uk/furtherinfo/1880	
NCPPB 1882					1882	Pseudomonas syringae pv. dysoxyli					Pseudomonas syringae pv. dysoxyli (Hutchinson 1949) Young, Dye & Wilkie 1978	Pseudomonas dysoxyli		(Hutchinson 1949) Young, Dye & Wilkie 1978	Bacteria	No	No	New Zealand				Dysoxylum sp.		ex N. Baigent P dy 8	ICPB PD108			1966	1962		Yes		LOPAT Group II.Atypical REP-PCR profile.							https://ncppb.fera.co.uk/furtherinfo/1882	
NCPPB 1886					1886	Pseudomonas syringae pv. maculicola					Pseudomonas syringae pv. maculicola (McCulloch 1911) Young, Dye & Wilkie 1978	Pseudomonas  maculicola		(McCulloch 1911) Young, Dye & Wilkie 1978	Bacteria	No	No	New Zealand				Brassica oleracea var. botrytis			ICPB PM170	ex N.L. Baigent = D.W. Dye PBl		1966	1958		Yes		Atypical REP-PCR profile.  Partial gene (rpoD) sequencing indicates a close similarity with the pathotype strain of Pseudomonas syringae pv. berberidis NCPPB 2724 (July 2016)							https://ncppb.fera.co.uk/furtherinfo/1886	
NCPPB 1887					1887	Burkholderia gladioli pv. gladioli					Burkholderia gladioli pv. gladioli (Severini 1913) Yabuuchi et al. 1992	Psudomonas marginata	Pseudomonas gladioli pv. gladioli Severini 1913	(Severini 1913) Yabuuchi et al. 1992	Bacteria	No	No	USA				Gladiolus sp.			ICPB PM11			1966	1945		No			NRRL B-851						https://ncppb.fera.co.uk/furtherinfo/1887	
NCPPB 1888					1888	Burkholderia gladioli pv. gladioli					Burkholderia gladioli pv. gladioli (Severini 1913) Yabuuchi et al. 1992	Pseudomonas alliicola	Pseudomonas gladioli pv. gladioli Severini 1913	(Severini 1913) Yabuuchi et al. 1992	Bacteria	No	No	USA				Gladiolus sp.			ICPB PM12			1966	1945		No									https://ncppb.fera.co.uk/furtherinfo/1888	
NCPPB 1891					1891	Burkholderia gladioli pv. gladioli					Burkholderia gladioli pv. gladioli (Severini 1913) Yabuuchi et al. 1992	Psudomonas marginata	Pseudomonas gladioli pv. gladioli Severini 1913	(Severini 1913) Yabuuchi et al. 1992	Bacteria	Yes	Yes	USA				Gladiolus sp.		L. McCulloch	ICPB PM107	ex NRRL B-793		1966			No		LOPAT Ib	ATCC 10248, L. McCulloch Col. 3, ICMP 3950, LMG 2216, CCUG 1782, CFBP 2427						https://ncppb.fera.co.uk/furtherinfo/1891	
NCPPB 1892					1892	Pseudomonas syringae pv. mori					Pseudomonas syringae pv. mori (Boyer & Lambert 1893) Young, Dye & Wilkie 1978	Pseudomonas  mori		(Boyer & Lambert 1893) Young, Dye & Wilkie 1978	Bacteria	No	No	New Zealand				Morus alba			ICPB PM160	ex N.L. Baigent		1966	1962		No									https://ncppb.fera.co.uk/furtherinfo/1892	
NCPPB 1894					1894	Pseudomonas syringae pv. mori					Pseudomonas syringae pv. mori (Boyer & Lambert 1893) Young, Dye & Wilkie 1978	Pseudomonas  mori		(Boyer & Lambert 1893) Young, Dye & Wilkie 1978	Bacteria	No	No	New Zealand				Morus alba			ICPB PM168	ex N.L. Baigent = D.W. Dye PR4		1966	1957		Yes									https://ncppb.fera.co.uk/furtherinfo/1894	
NCPPB 1895					1895	Pseudomonas syringae pv. mori					Pseudomonas syringae pv. mori (Boyer & Lambert 1893) Young, Dye & Wilkie 1978	Pseudomonas  mori		(Boyer & Lambert 1893) Young, Dye & Wilkie 1978	Bacteria	No	No	New Zealand				Morus alba			ICPB PM169			1966	1962		No			D.W. Dye PR7						https://ncppb.fera.co.uk/furtherinfo/1895	
NCPPB 1896					1896	Pseudomonas aeruginosa					Pseudomonas aeruginosa (Schroeter 1872) Migula 1900	Pseudomonas polycolor		(Schroeter 1872) Migula 1900	Bacteria	No	No	Brazil				Allium sp.		ex C.F. Robbs ENA-31	ICPB PP122			1966	1958		Yes									https://ncppb.fera.co.uk/furtherinfo/1896	
NCPPB 1897					1897	Pseudomonas aeruginosa					Pseudomonas aeruginosa (Schroeter 1872) Migula 1900	Pseudomonas polycolor		(Schroeter 1872) Migula 1900	Bacteria	No	No	Brazil		2	NCPPB Primary Storage	Allium sp.		ex C.F. Robbs ENA-316	ICPB PP123			1966	1964		Yes					No				https://ncppb.fera.co.uk/furtherinfo/1897	
NCPPB 1898					1898	Pseudomonas syringae pv. striafaciens					Pseudomonas syringae pv. striafaciens (Elliott 1927) Young, Dye & Wilkie 1978	Pseudomonas striafaciens		(Elliott 1927) Young, Dye & Wilkie 1978	Bacteria	No	Yes	USA				Avena sp.			ICPB PSl	ex ATCC 10730 ex R.S. Dickey ex W.H. Burkholder PSl ex C. Elliott 70		1966			No	J of Ag. Res. Vol, 35, No. 9, 1927, C. Elliott	Not pathogenic to Avena sativa (NCPPB).	ICMP 3961, CFBP 1674, ATCC 10730, LMG 2330						https://ncppb.fera.co.uk/furtherinfo/1898	
NCPPB 1900					1900	Pseudomonas syringae					Pseudomonas syringae van Hall 1902	Pseudomonas syringae van Hall 1902		van Hall 1902	Bacteria	No	No					Phaseolus limensis		ex W.H. Burkholder Sy F	ICPB PS5	.		1966	1937		No			NRRL B-868, ICMP 3890						https://ncppb.fera.co.uk/furtherinfo/1900	
NCPPB 1901					1901	Pseudomonas syringae pv. syringae					Pseudomonas syringae pv. syringae van Hall 1902	Pseudomonas syringae		van Hall 1902	Bacteria	No	No	USA				Phaseolus vulgaris. (Henderson bush bean)		ex R. Nelson	ICPB PS10			1966	1929		No		REP-PCR same as 3196 from bean.Genomospecies 1?	F.M. Clara G15, NRRL B-871, ICMP 4378						https://ncppb.fera.co.uk/furtherinfo/1901	
NCPPB 1902					1902	Pseudomonas syringae pv. syringae					Pseudomonas syringae pv. syringae van Hall 1902	Pseudomonas syringae		van Hall 1902	Bacteria	No	No	New Zealand				Syringa vulgaris			ICPB PS133	ex D.W. Dye P123		1966			No		REP-PCR exclusive lilac /forsythia group.Genomospecies 1?	ICMP 1445						https://ncppb.fera.co.uk/furtherinfo/1902	
NCPPB 1903					1903	Pseudomonas syringae pv. syringae					Pseudomonas syringae pv. syringae van Hall 1902	Pseudomonas syringae		van Hall 1902	Bacteria	No	No	New Zealand				Citrus sp. (New Zealand grapefruit)			ICPB PS134A	ex D.W. Dye P135		1966			No			ICMP 3891						https://ncppb.fera.co.uk/furtherinfo/1903	
NCPPB 1904					1904	Pseudomonas viridiflava					Pseudomonas viridiflava (Burkholder 1930) Dowson 1939	Pseudomonas syringae		(Burkholder 1930) Dowson 1939	Bacteria	No	No	New Zealand				Passiflora edulis			ICPB PS136	ex D.W. Dye P157		1966			No		LOPAT Group II	ATCC 13394, ICMP 372						https://ncppb.fera.co.uk/furtherinfo/1904	
NCPPB 1906					1906	Pseudomonas syringae pv. syringae					Pseudomonas syringae pv. syringae van Hall 1902	Pseudomonas syringae		van Hall 1902	Bacteria	No	No	Hungary				Sorghum vulgare var. sudanense			ICPB PS146	ex Z. Klement AD15		1966	1960		No		REP-PCR cluster of mainly Gramineae strains.Genomospecies 1?	ICMP 4379						https://ncppb.fera.co.uk/furtherinfo/1906	
NCPPB 1907					1907	Pseudomonas syringae pv. syringae					Pseudomonas syringae pv. syringae van Hall 1902	Pseudomonas syringae		van Hall 1902	Bacteria	No	No	USA		2	NCPPB Primary Storage	Prunus persica			ICPB PS148			1966	1956		Yes		REP-PCR close to pv.tomato/maculicola group.Genomospecies 3?	ICMP 3691		No				https://ncppb.fera.co.uk/furtherinfo/1907	
NCPPB 1908					1908	Pseudomonas syringae					Pseudomonas syringae van Hall 1902	Pseudomonas syringae van Hall 1902		van Hall 1902	Bacteria	No	No	USA				Capsicum sp.			ICPB PS173-92B	ex L.H. Person		1966	1963		No			ICMP 3892						https://ncppb.fera.co.uk/furtherinfo/1908	
NCPPB 1909					1909	Pseudomonas syringae					Pseudomonas syringae van Hall 1902	Pseudomonas syringae van Hall 1902		van Hall 1902	Bacteria	No	No	USA				Carthamus tinctorius			ICPB PS176	ex D.C. Erwin B24		1966			No									https://ncppb.fera.co.uk/furtherinfo/1909	
NCPPB 1910					1910	Pseudomonas syringae pv. syringae					Pseudomonas syringae pv. syringae van Hall 1902	Pseudomonas syringae		van Hall 1902	Bacteria	No	No	USA				Phaseolus vulgaris.		ex P.N. Patel SHllBl	ICPB PSl91			1966			No									https://ncppb.fera.co.uk/furtherinfo/1910	
NCPPB 1911					1911	Pseudomonas syringae					Pseudomonas syringae van Hall 1902	Pseudomonas syringae van Hall 1902		van Hall 1902	Bacteria	No	No	New Zealand				Salix sp.			ICPB PS225			1966	1952		Yes			D.W. Dye P126, ICMP 463						https://ncppb.fera.co.uk/furtherinfo/1911	
NCPPB 1913					1913	Pseudomonas syringae					Pseudomonas syringae van Hall 1902	Pseudomonas syringae van Hall 1902		van Hall 1902	Bacteria	No	No	New Zealand				Rubus idaeus			ICPB PS229			1966	1954		Yes			D.W. Dye P159, ICMP 456						https://ncppb.fera.co.uk/furtherinfo/1913	
NCPPB 1914					1914	Pseudomonas syringae					Pseudomonas syringae van Hall 1902	Pseudomonas syringae van Hall 1902		van Hall 1902	Bacteria	No	No	New Zealand				Persea americana			ICPB PS232			1966	1955		Yes			D.W. Dye P163						https://ncppb.fera.co.uk/furtherinfo/1914	
NCPPB 1915					1915	Pseudomonas syringae					Pseudomonas syringae van Hall 1902	Pseudomonas syringae van Hall 1902		van Hall 1902	Bacteria	No	No	New Zealand				Rosa sp.			ICPB PS238			1966	1962		Yes			N.L. Baigent PS614						https://ncppb.fera.co.uk/furtherinfo/1915	
NCPPB 1918					1918	Pseudomonas syringae pv. tabaci					Pseudomonas syringae pv. tabaci (Wolf & Foster 1917) Young, Dye and Wilkie 1978	Pseudomonas  tabaci		(Wolf & Foster 1917) Young, Dye and Wilkie 1978	Bacteria	No	No								ICPB PT5	.		1966			Yes			A.C. Braun le, NRRL B-880						https://ncppb.fera.co.uk/furtherinfo/1918	
